path,class_name,source_type,output_name,group_id
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701595.jpg,rocket,real,real_0701595.jpg,real::rocket::0701595
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701609.jpg,rocket,real,real_0701609.jpg,real::rocket::0701609
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701617.jpg,rocket,real,real_0701617.jpg,real::rocket::0701617
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701619.jpg,rocket,real,real_0701619.jpg,real::rocket::0701619
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701621.jpg,rocket,real,real_0701621.jpg,real::rocket::0701621
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701622.jpg,rocket,real,real_0701622.jpg,real::rocket::0701622
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701659.jpg,rocket,real,real_0701659.jpg,real::rocket::0701659
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\0701718.jpg,rocket,real,real_0701718.jpg,real::rocket::0701718
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\6517782.jpg,rocket,real,real_6517782.jpg,real::rocket::6517782
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\6757466.jpg,rocket,real,real_6757466.jpg,real::rocket::6757466
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\7781099.jpg,rocket,real,real_7781099.jpg,real::rocket::7781099
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\7993743.jpg,rocket,real,real_7993743.jpg,real::rocket::7993743
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\8896263.jpg,rocket,real,real_8896263.jpg,real::rocket::8896263
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\8904412.jpg,rocket,real,real_8904412.jpg,real::rocket::8904412
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9022340.jpg,rocket,real,real_9022340.jpg,real::rocket::9022340
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9022341.jpg,rocket,real,real_9022341.jpg,real::rocket::9022341
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9022354.jpg,rocket,real,real_9022354.jpg,real::rocket::9022354
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9131097.jpg,rocket,real,real_9131097.jpg,real::rocket::9131097
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9139567.jpg,rocket,real,real_9139567.jpg,real::rocket::9139567
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9139569.jpg,rocket,real,real_9139569.jpg,real::rocket::9139569
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9139573.jpg,rocket,real,real_9139573.jpg,real::rocket::9139573
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9139575.jpg,rocket,real,real_9139575.jpg,real::rocket::9139575
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9139577.jpg,rocket,real,real_9139577.jpg,real::rocket::9139577
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9141922.jpg,rocket,real,real_9141922.jpg,real::rocket::9141922
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9141929.jpg,rocket,real,real_9141929.jpg,real::rocket::9141929
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9141931.jpg,rocket,real,real_9141931.jpg,real::rocket::9141931
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9141932.jpg,rocket,real,real_9141932.jpg,real::rocket::9141932
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9304431.jpg,rocket,real,real_9304431.jpg,real::rocket::9304431
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9310099.jpg,rocket,real,real_9310099.jpg,real::rocket::9310099
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9500884.jpg,rocket,real,real_9500884.jpg,real::rocket::9500884
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9507955.jpg,rocket,real,real_9507955.jpg,real::rocket::9507955
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9508847.jpg,rocket,real,real_9508847.jpg,real::rocket::9508847
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9610538.jpg,rocket,real,real_9610538.jpg,real::rocket::9610538
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9711197.jpg,rocket,real,real_9711197.jpg,real::rocket::9711197
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9801756.jpg,rocket,real,real_9801756.jpg,real::rocket::9801756
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9803868.jpg,rocket,real,real_9803868.jpg,real::rocket::9803868
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\9905002.jpg,rocket,real,real_9905002.jpg,real::rocket::9905002
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\b59_00556.jpg,rocket,real,real_b59_00556.jpg,real::rocket::b59_00556
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ec04_0091_39.jpg,rocket,real,real_ec04_0091_39.jpg,real::rocket::ec04_0091_39
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ec04_0091_49.jpg,rocket,real,real_ec04_0091_49.jpg,real::rocket::ec04_0091_49
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ec04_0092_43.jpg,rocket,real,real_ec04_0092_43.jpg,real::rocket::ec04_0092_43
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\g61_00030.jpg,rocket,real,real_g61_00030.jpg,real::rocket::g61_00030
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\grc_1979_c_02339.jpg,rocket,real,real_grc_1979_c_02339.jpg,real::rocket::grc_1979_c_02339
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\gsfc_20171208_archive_e001212.jpg,rocket,real,real_gsfc_20171208_archive_e001212.jpg,real::rocket::gsfc_20171208_archive_e001212
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\gsfc_20171208_archive_e001213.jpg,rocket,real,real_gsfc_20171208_archive_e001213.jpg,real::rocket::gsfc_20171208_archive_e001213
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_07pd_0775.jpg,rocket,real,real_ksc_07pd_0775.jpg,real::rocket::ksc_07pd_0775
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0002.jpg,rocket,real,real_ksc_20180621_ph_geb01_0002.jpg,real::rocket::ksc_20180621_ph_geb01_0002
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0018.jpg,rocket,real,real_ksc_20180621_ph_geb01_0018.jpg,real::rocket::ksc_20180621_ph_geb01_0018
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0033.jpg,rocket,real,real_ksc_20180621_ph_geb01_0033.jpg,real::rocket::ksc_20180621_ph_geb01_0033
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0080.jpg,rocket,real,real_ksc_20180621_ph_geb01_0080.jpg,real::rocket::ksc_20180621_ph_geb01_0080
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0094.jpg,rocket,real,real_ksc_20180621_ph_geb01_0094.jpg,real::rocket::ksc_20180621_ph_geb01_0094
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0125.jpg,rocket,real,real_ksc_20180621_ph_geb01_0125.jpg,real::rocket::ksc_20180621_ph_geb01_0125
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0165.jpg,rocket,real,real_ksc_20180621_ph_geb01_0165.jpg,real::rocket::ksc_20180621_ph_geb01_0165
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20180621_ph_geb01_0194.jpg,rocket,real,real_ksc_20180621_ph_geb01_0194.jpg,real::rocket::ksc_20180621_ph_geb01_0194
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20190404_ph_csh01_0001.jpg,rocket,real,real_ksc_20190404_ph_csh01_0001.jpg,real::rocket::ksc_20190404_ph_csh01_0001
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_fmx01_0002.jpg,rocket,real,real_ksc_20200729_ph_fmx01_0002.jpg,real::rocket::ksc_20200729_ph_fmx01_0002
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_fmx01_0006.jpg,rocket,real,real_ksc_20200729_ph_fmx01_0006.jpg,real::rocket::ksc_20200729_ph_fmx01_0006
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_fmx01_0017.jpg,rocket,real,real_ksc_20200729_ph_fmx01_0017.jpg,real::rocket::ksc_20200729_ph_fmx01_0017
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_fmx01_0022.jpg,rocket,real,real_ksc_20200729_ph_fmx01_0022.jpg,real::rocket::ksc_20200729_ph_fmx01_0022
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_fmx01_0028.jpg,rocket,real,real_ksc_20200729_ph_fmx01_0028.jpg,real::rocket::ksc_20200729_ph_fmx01_0028
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_fmx01_0038.jpg,rocket,real,real_ksc_20200729_ph_fmx01_0038.jpg,real::rocket::ksc_20200729_ph_fmx01_0038
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200729_ph_ilw03_0008.jpg,rocket,real,real_ksc_20200729_ph_ilw03_0008.jpg,real::rocket::ksc_20200729_ph_ilw03_0008
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_gmw01_0007.jpg,rocket,real,real_ksc_20200730_ph_gmw01_0007.jpg,real::rocket::ksc_20200730_ph_gmw01_0007
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_nas01_0001.jpg,rocket,real,real_ksc_20200730_ph_nas01_0001.jpg,real::rocket::ksc_20200730_ph_nas01_0001
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_nas01_0002.jpg,rocket,real,real_ksc_20200730_ph_nas01_0002.jpg,real::rocket::ksc_20200730_ph_nas01_0002
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_nas01_0003.jpg,rocket,real,real_ksc_20200730_ph_nas01_0003.jpg,real::rocket::ksc_20200730_ph_nas01_0003
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_nas01_0004.jpg,rocket,real,real_ksc_20200730_ph_nas01_0004.jpg,real::rocket::ksc_20200730_ph_nas01_0004
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0001.jpg,rocket,real,real_ksc_20200730_ph_tey01_0001.jpg,real::rocket::ksc_20200730_ph_tey01_0001
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0002.jpg,rocket,real,real_ksc_20200730_ph_tey01_0002.jpg,real::rocket::ksc_20200730_ph_tey01_0002
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0003.jpg,rocket,real,real_ksc_20200730_ph_tey01_0003.jpg,real::rocket::ksc_20200730_ph_tey01_0003
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0004.jpg,rocket,real,real_ksc_20200730_ph_tey01_0004.jpg,real::rocket::ksc_20200730_ph_tey01_0004
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0005.jpg,rocket,real,real_ksc_20200730_ph_tey01_0005.jpg,real::rocket::ksc_20200730_ph_tey01_0005
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0006.jpg,rocket,real,real_ksc_20200730_ph_tey01_0006.jpg,real::rocket::ksc_20200730_ph_tey01_0006
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0007.jpg,rocket,real,real_ksc_20200730_ph_tey01_0007.jpg,real::rocket::ksc_20200730_ph_tey01_0007
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0008.jpg,rocket,real,real_ksc_20200730_ph_tey01_0008.jpg,real::rocket::ksc_20200730_ph_tey01_0008
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0009.jpg,rocket,real,real_ksc_20200730_ph_tey01_0009.jpg,real::rocket::ksc_20200730_ph_tey01_0009
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0010.jpg,rocket,real,real_ksc_20200730_ph_tey01_0010.jpg,real::rocket::ksc_20200730_ph_tey01_0010
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0011.jpg,rocket,real,real_ksc_20200730_ph_tey01_0011.jpg,real::rocket::ksc_20200730_ph_tey01_0011
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0012.jpg,rocket,real,real_ksc_20200730_ph_tey01_0012.jpg,real::rocket::ksc_20200730_ph_tey01_0012
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0013.jpg,rocket,real,real_ksc_20200730_ph_tey01_0013.jpg,real::rocket::ksc_20200730_ph_tey01_0013
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0014.jpg,rocket,real,real_ksc_20200730_ph_tey01_0014.jpg,real::rocket::ksc_20200730_ph_tey01_0014
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0015.jpg,rocket,real,real_ksc_20200730_ph_tey01_0015.jpg,real::rocket::ksc_20200730_ph_tey01_0015
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0016.jpg,rocket,real,real_ksc_20200730_ph_tey01_0016.jpg,real::rocket::ksc_20200730_ph_tey01_0016
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0017.jpg,rocket,real,real_ksc_20200730_ph_tey01_0017.jpg,real::rocket::ksc_20200730_ph_tey01_0017
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0018.jpg,rocket,real,real_ksc_20200730_ph_tey01_0018.jpg,real::rocket::ksc_20200730_ph_tey01_0018
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20200730_ph_tey01_0019.jpg,rocket,real,real_ksc_20200730_ph_tey01_0019.jpg,real::rocket::ksc_20200730_ph_tey01_0019
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20210622_ph_fmx01_0009.jpg,rocket,real,real_ksc_20210622_ph_fmx01_0009.jpg,real::rocket::ksc_20210622_ph_fmx01_0009
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20210622_ph_fmx01_0111.jpg,rocket,real,real_ksc_20210622_ph_fmx01_0111.jpg,real::rocket::ksc_20210622_ph_fmx01_0111
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20210622_ph_fmx01_0174.jpg,rocket,real,real_ksc_20210622_ph_fmx01_0174.jpg,real::rocket::ksc_20210622_ph_fmx01_0174
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20210622_ph_fmx01_0222.jpg,rocket,real,real_ksc_20210622_ph_fmx01_0222.jpg,real::rocket::ksc_20210622_ph_fmx01_0222
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20210622_ph_fmx01_0259.jpg,rocket,real,real_ksc_20210622_ph_fmx01_0259.jpg,real::rocket::ksc_20210622_ph_fmx01_0259
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20211015_ph_kls01_0026.jpg,rocket,real,real_ksc_20211015_ph_kls01_0026.jpg,real::rocket::ksc_20211015_ph_kls01_0026
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20240909_ph_jbs01_0012.jpg,rocket,real,real_ksc_20240909_ph_jbs01_0012.jpg,real::rocket::ksc_20240909_ph_jbs01_0012
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20240909_ph_jbs01_0019.jpg,rocket,real,real_ksc_20240909_ph_jbs01_0019.jpg,real::rocket::ksc_20240909_ph_jbs01_0019
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20250320_ph_fmx01_0003.jpg,rocket,real,real_ksc_20250320_ph_fmx01_0003.jpg,real::rocket::ksc_20250320_ph_fmx01_0003
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20250320_ph_fmx01_0004.jpg,rocket,real,real_ksc_20250320_ph_fmx01_0004.jpg,real::rocket::ksc_20250320_ph_fmx01_0004
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20250320_ph_fmx01_0008.jpg,rocket,real,real_ksc_20250320_ph_fmx01_0008.jpg,real::rocket::ksc_20250320_ph_fmx01_0008
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\ksc_20250320_ph_fmx01_0010.jpg,rocket,real,real_ksc_20250320_ph_fmx01_0010.jpg,real::rocket::ksc_20250320_ph_fmx01_0010
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\maf_20221026_cs3_it_move_from_55_to_cell_g_jnl_32.jpg,rocket,real,real_maf_20221026_cs3_it_move_from_55_to_cell_g_jnl_32.jpg,real::rocket::maf_20221026_cs3_it_move_from_55_to_cell_g_jnl_32
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_1.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_1.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_1
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_10.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_10.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_10
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_11.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_11.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_11
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_13.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_13.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_13
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_2.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_2.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_2
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_3.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_3.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_3
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_8.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_8.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_8
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_lvsa_ii_move_to_pegasus_for_shipping_to_ksc.jpg,rocket,real,real_msfc_08212024_lvsa_ii_move_to_pegasus_for_shipping_to_ksc.jpg,real::rocket::msfc_08212024_lvsa_ii_move_to_pegasus_for_shipping_to_ksc
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_pegasus_barge_in_decatur_1.jpg,rocket,real,real_msfc_08212024_pegasus_barge_in_decatur_1.jpg,real::rocket::msfc_08212024_pegasus_barge_in_decatur_1
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_08212024_pegasus_barge_in_decatur_2.jpg,rocket,real,real_msfc_08212024_pegasus_barge_in_decatur_2.jpg,real::rocket::msfc_08212024_pegasus_barge_in_decatur_2
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_1501356.jpg,rocket,real,real_msfc_1501356.jpg,real::rocket::msfc_1501356
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_1501357.jpg,rocket,real,real_msfc_1501357.jpg,real::rocket::msfc_1501357
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_1501358.jpg,rocket,real,real_msfc_1501358.jpg,real::rocket::msfc_1501358
C:\Users\enzoo\PycharmProjects\orbitshield-CV\orbitshield-acv\dataset\raw\rocket\msfc_1501359.jpg,rocket,real,real_msfc_1501359.jpg,real::rocket::msfc_1501359
